4,2480,38.518,0.125000 ms
19,19928,89.1168,2.160000 ms
34,41800,243.679,14.456000 ms
49,59096,470.556,33.560000 ms
64,80968,491.061,59.902000 ms
79,101576,226.534,45.510000 ms
94,121400,467.681,128.369000 ms
109,139176,504.482,166.406000 ms
124,159784,353.079,110.198000 ms
139,185272,1062.69,345.654000 ms
154,207928,349.953,176.464000 ms
169,226488,284.584,159.798000 ms
184,246008,670.433,429.709000 ms
199,268968,535.896,638.494000 ms
214,286592,380.005,290.702000 ms
229,302016,944.044,670.574000 ms
244,330968,656.391,629.088000 ms
259,345432,98.6709,77.090000 ms
274,377064,594.774,729.526000 ms
289,385712,477.63,619.402000 ms
310,416560,250.193,430.633000 ms
350,470672,1685.91,2031.670000 ms
390,530472,655.187,1582.654000 ms
430,585848,420.2,913.247000 ms
470,637432,1105.46,1947.805000 ms
510,699128,688.326,3106.892000 ms
